Userlist,data
"{'993090': 'luvziro', '1418575': 'luiz', '1410876': 'crazy9x256', '1479774': 'codeforfood2015', '1277163': 'Fang1Dem', '1160505': 'cuongstar9x', '1688051': 'Xiao_man_tau', '1410210': 'AnhSeVe', '1878235': 'imhaidng', '1734528': 'song_gio', '1400989': 'xmancat96', '1743965': 'question21', '2037216': 'chubemuidai', '141655': 'emdepqua', '839479': 'noneedname', '1796535': 'devaslife'}","{'message_id': '33610986', 'message_time': 'No date found in the string', 'quote': [['33609012'], {'blockid': '2037216', 'data_source': '33609012', 'data_text': '\n\nchubemuidai said:\n\n\n\nmấy thím cho hỏi ngoài, các kênh phổ biến như linked in, itviec,topdev, topcv thì mấy thím hay kiếm việc ở đâu nhỉ \n\n\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nchubemuidai said:\n\n\n\nmấy thím cho hỏi ngoài, các kênh phổ biến như linked in, itviec,topdev, topcv thì mấy thím hay kiếm việc ở đâu nhỉ \n\n\n\nClick to expand...\n\nfb\n\n\xa0\n'}"
"{'2014292': 'gintaku123123', '2039846': 'BlackHole2304', '391960': 'hoangphi1650', '590446': 'bitua1412', '1975667': 'sat0201', '1884237': 'hiraki_ryo', '2038482': 'dadaha', '1679819': 'pucksyou', '1458358': 'freedom.9', '1196080': 'DarkDiablo'}","{'message_id': '33631060', 'message_time': datetime.datetime(2024, 9, 11, 9, 32), 'quote': [['33630160'], {'blockid': '1458358', 'data_source': '33630160', 'data_text': '\n\nfreedom.9 said:\n\n\n\nThế bên Meta cũng toàn code thối um hả fence \n\n\n\nvia theNEXTvoz for iPhone\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nfreedom.9 said:\n\n\n\nThế bên Meta cũng toàn code thối um hả fence \n\n\n\nvia theNEXTvoz for iPhone\n\nClick to expand...\n\nhối thúc nhiều thì low quality chuyện thường mà fence, thông cảm cho đồng nghiệp đi chứ \n\n\xa0\n'}"
"{'1816435': 'CyanRiah', '1713707': 'buonlixi', '1929976': 'Unlivable3417', '2034079': 'Embedded Engineer', '2037203': 'underthegalaxy', '1008409': '7cloud', '1490941': 'snapdragon0221', '1674211': 'itachicitus', '1458358': 'freedom.9', '2036016': 'Đường Ngọc Huy'}","{'message_id': '33600492', 'message_time': 'No date found in the string', 'quote': [], 'text': '\n\nEm cũng đang học ở Úc nhưng bố mẹ muốn em học xong về VN hoặc làm các nước lân cận để Ông bà đi lại chơi với con thuận tiện nên ghé vào đây để học hỏi các Bác dần.\n\n\xa0\n'}"
"{'1977727': 'tracicy', '1848651': 'Rhett Butler567', '1884213': 'j doge ngoo', '1734007': 'hail75', '2020784': 'forget2211', '1985193': 'jeremybenqua', '1456358': 'Giam Doc EVN', '91706': 'soihoang', '1711153': 'Béo_is_me', '1796684': 'zelenki', '1819971': 'Michaelegend', '1525246': 'khoaikho'}","{'message_id': '33430752', 'message_time': datetime.datetime(2024, 8, 28, 16, 51), 'quote': [['33387953'], {'blockid': '1884213', 'data_source': '33387953', 'data_text': '\n\nj doge ngoo said:\n\n\n\ncho em hỏi hướng đi của bác hiện tại thế nào với 7 yoe vậy, bác dự đoán ngành AI for industry này còn phát triển được không, các cháu sinh viên ra trường bây giờ sợ móm hết nếu không theo research\n\nClick to expand...\n\n'}, ['33429909'], {'blockid': '1985193', 'data_source': '33429909', 'data_text': '\n\njeremybenqua said:\n\n\n\nem cũng có câu hỏi tương tự, mong được bác @khoaikho trả lời ạ. Đội ơn bác nhiều\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nj doge ngoo said:\n\n\n\ncho em hỏi hướng đi của bác hiện tại thế nào với 7 yoe vậy, bác dự đoán ngành AI for industry này còn phát triển được không, các cháu sinh viên ra trường bây giờ sợ móm hết nếu không theo research\n\nClick to expand...\n\n\n\n\njeremybenqua said:\n\n\n\nem cũng có câu hỏi tương tự, mong được bác @khoaikho trả lời ạ. Đội ơn bác nhiều\n\nClick to expand...\n\nở VN thì mình thấy về GenAI đang tập trung làm chatbot cho trả lời khách hàng là chính, GenAI cho ảnh thì mình có thấy các Studio chụp ảnh dùng ComfyUI, hoặc các Content Creater dùng ứng dụng thôi\n.\nCòn các lĩnh vực về CV nằm ở Outsourcing, Data Science ở các Công ty Outsourcing thì bản thân mình thấy ít job, họa may có FPT Soft là có job ngon. (Cái này phải nhờ các bác khác xác nhận vì mình toàn làm Prod thôi), NLP thì mình không rõ nữa.\n\nNgược lại thì các công ty Prod tuyển DS có thể vào làm cả AI luôn(Công ty size nhỏ), cho gì làm nấy, đôi khi còn chỉ là các task thống kê tìm insight chứ không hẳn model. Còn công ty to thì họ tuyển khá rõ ràng team AI và team DS\n\nCá nhân mình thì đang cố gắng chuyển sang MLOps, tập trung vào ML Observability và viết các khóa học. Data Science vẫn có đất diễn nhưng chưa nhiều, chắc phải đợi các công ty có nhiều Data đã\n\n\xa0\n'}"
"{'2037216': 'chubemuidai', '590446': 'bitua1412', '2038903': 'tiensidietruoi', '1829967': 'chiyeuemthoi', '702043': 'zolek09', '1125794': 'ashvsmay00', '1721959': 'Lý Thiên', '1264603': 'poiuytrewq199911', '839479': 'noneedname', '2031220': 'tuphamdepzai', '1939787': 'Husqvarna701SM'}","{'message_id': '33628546', 'message_time': datetime.datetime(2024, 9, 11, 2, 36), 'quote': [['33199776'], {'blockid': '2029801', 'data_source': '33199776', 'data_text': '\n\nnoob_man said:\n\n\n\nDA team data thì nghe bảo ổn bác nhé! Tại tôi cũng nghỉ rồi bác ơi nên không có biết chi tiết lắm\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nnoob_man said:\n\n\n\nDA team data thì nghe bảo ổn bác nhé! Tại tôi cũng nghỉ rồi bác ơi nên không có biết chi tiết lắm\n\nClick to expand...\n\nThứ 5 em phỏng vấn java fresher chỗ đó, thím share em xíu kinh nghiệm dc k\n\n\xa0\n'}"
"{'1322531': 'TDlachuyennho', '2037216': 'chubemuidai', '1878235': 'imhaidng', '1907994': 'Iphone XS Max', '1829967': 'chiyeuemthoi', '1929207': 'Hdn123', '1410876': 'crazy9x256', '1813943': 'lymada', '1682315': 'emlameo4`', '1160505': 'cuongstar9x', '2001353': 'GY.Ezra', '1772953': 'Mèo kêu meo:3', '2036850': 'IMNOTABLETOCAN', '1796684': 'zelenki', '590446': 'bitua1412'}","{'message_id': '33613808', 'message_time': datetime.datetime(2024, 9, 10, 8, 57), 'quote': [['33609058'], {'blockid': '2037216', 'data_source': '33609058', 'data_text': '\n\nchubemuidai said:\n\n\n\nmấy thím cho hỏi ngoài, các kênh phổ biến như linked in, itviec,topdev, topcv thì mấy thím hay kiếm việc ở đâu nhỉ \n\n\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nchubemuidai said:\n\n\n\nmấy thím cho hỏi ngoài, các kênh phổ biến như linked in, itviec,topdev, topcv thì mấy thím hay kiếm việc ở đâu nhỉ \n\n\n\nClick to expand...\n\n2 job gần đây mình kiếm dc toàn nhờ reference từ người quen, bạn bè cũ ở các công ty trước\nbởi vậy ngành này mà ngoại giao với giữ mối quan hệ tốt thì cũng có lợi lắm\n\n\xa0\n'}"
"{'590446': 'bitua1412', '1874414': 'chugabietgophim', '2002868': 'Goatcr7', '1789001': 'Violet_7', '1829967': 'chiyeuemthoi', '1721000': 'tien226anh', '2037753': 'osborn', '1737134': 'Khiemk31', '1678487': 'lush22', '1929207': 'Hdn123', '1955146': 'thong dino', '1943959': 'Low IQ Cow', '2036850': 'IMNOTABLETOCAN', '1972925': 'JustinNguyen89', '2037216': 'chubemuidai', '1878235': 'imhaidng', '1907994': 'Iphone XS Max'}","{'message_id': '33594610', 'message_time': 'No date found in the string', 'quote': [['33594515'], {'blockid': '1878235', 'data_source': '33594515', 'data_text': '\n\nimhaidng said:\n\n\n\nCó bác nào làm ở Luv*na chưa cho em xin ít review thực tế với, em được người quen giới thiệu vào khóa học 6 tháng ở đấy (0 lương 0 phụ cấp gì hơi oải (( ) xong ký hđ làm việc 1,5-2 năm\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nimhaidng said:\n\n\n\nCó bác nào làm ở Luv*na chưa cho em xin ít review thực tế với, em được người quen giới thiệu vào khóa học 6 tháng ở đấy (0 lương 0 phụ cấp gì hơi oải (( ) xong ký hđ làm việc 1,5-2 năm\n\nClick to expand...\n\nThấy hợp đồng nole là té, thiếu gì cty không lương mà không có ràng buộc\n\n\xa0\n'}"
"{'1684307': 'garanphomai', '1743200': 'Nhatsmalldick', '485476': 'HIL', '1105710': 'ngonthibantiepdi', '1481355': 'small-lambda', '1721020': 'LoserThapNghiep', '1264603': 'poiuytrewq199911', '2036850': 'IMNOTABLETOCAN', '594148': 'lam2000', '1844749': 'luzstar', '1842830': 'rewind_repeat_it', '1719200': 'Snow.211', '1614485': 'caothuphu2013', '2034001': 'nhat65'}","{'message_id': '33519374', 'message_time': 'No date found in the string', 'quote': [['33512766'], {'blockid': '1614485', 'data_source': '33512766', 'data_text': '\n\ncaothuphu2013 said:\n\n\n\ncuối năm nó gỉa vờ đuổi m để khỏi có thưởng tháng 13 đó \n\nClick to expand...\n\n'}], 'text': '\n\n\n\ncaothuphu2013 said:\n\n\n\ncuối năm nó gỉa vờ đuổi m để khỏi có thưởng tháng 13 đó \n\nClick to expand...\n\ngiả vờ đuổi là có đuổi thật không fen \n\n\xa0\n'}"
"{'1601533': 'billjoy2017', '1842830': 'rewind_repeat_it', '1481355': 'small-lambda', '485476': 'HIL', '1972925': 'JustinNguyen89', '1544029': 'Ruoi Den', '1721959': 'Lý Thiên', '1684307': 'garanphomai', '1838150': 'Frankie9x', '1315878': 'dinhphong2610', '975598': 'nhock_le', '1721020': 'LoserThapNghiep', '1350894': 'Tinh_Tinh'}","{'message_id': '33489041', 'message_time': 'No date found in the string', 'quote': [], 'text': '\n\nMấy bác cho em xin review môi trường Galaxy Finx với. Em thấy bảo mới thay máu nhân sự\n\n\xa0\n'}"
"{'2030067': 'Nameeeeeee', '2035581': 'expattttt', '2035630': 'Viet_tran', '1721959': 'Lý Thiên', '1125873': 'Troller123', '1418575': 'luiz', '1361886': 'anhphan7795', '1967419': 'itbrian.8', '1544029': 'Ruoi Den', '1842830': 'rewind_repeat_it', '1929207': 'Hdn123', '1483937': 'yelbit', '590446': 'bitua1412', '1900595': 'The_Hermit', '1481355': 'small-lambda'}","{'message_id': '33480858', 'message_time': datetime.datetime(2024, 8, 31, 21, 7), 'quote': [['33469092'], {'blockid': '1842830', 'data_source': '33469092', 'data_text': '\n\nrewind_repeat_it said:\n\n\n\nNằm vùng đã lâu, cty vẫn đang scale, tuyển mạnh, thấy nhiều ae vozer quan tâm. Sắp nghỉ nữa, nên hôm nay mạnh dạn làm bài chia sẻ cho ae nào hứng thú với Employment Hero.\n\n\nInterview: không yêu cầu nặng technical, nặng culture, nặng thế nào thì chính người interview ko biết chính xác, đơn giản thấy hợp là được\nĐịa điểm làm việc: FULL REMOTE, cái này là ăn tiền nhất, hiển nhiên quá rồi, với nhiều người cái này còn hơn cả tiền, về quê sống chill chill nhận lương thành phố, có office ở HCM, ai thích thì lên, cơ mà vắng, thỉnh thoảng mới đông.\nBenefit: cái này tuỳ người cảm nhận, với ai ko ở HCM thì mình đánh giá là cao, còn ở HCM thì cũng ko đến mức cao, nhiều công ty khác trả ngon hơn, tuy nhiên phỏng vấn thì nhẹ nhàng hơn hẳn mấy công ty kia, nên là với ai mà hay chơi top tier thì nhiều khi thấy benefit ko hấp dẫn lắm. Có tiền setup WFH, học hàng năm, mỗi năm làm chuyến company trip, chắc cx thuộc dạng to , đi chơi mà như vua chúa  bảo hiểm các thứ cx có đủ, nghỉ phép hàng năm 20 ngày (cái này tính ra nhiều hơn khác cty khác)\nMôi trường làm việc:\nPhù hợp với mấy ae thích WLB, workload tuỳ team, nhưng nhìn chung cũng không đến nỗi căng thẳng, làm flexible nên cứ đảm bảo xong việc là được, có người còn làm 2 job  (kín vào nhé)\nĐồng nghiệp thì tuỳ team, làm remote nên cũng chỉ dừng lại nói chuyện công việc là chính, team nào hay lên office thì chắc thân hơn. Nhìn chung đồng nghiệp ko đến nỗi toxic như công ty khác.\nTechstack thì chủ yếu là Ruby, .NET, có 1 ít nodejs. Nhưng nhìn chung văn hoá công ty là Ruby, trước nghe bảo đây là động Ruby VN  nên là a nào mà yêu Ruby thì vào đây là nhiều cạ lắm. Bên lề thì mấy tech khác cũng hợp trend, Postgres, Kafka, gRPC đủ cả, nên là về tech thì ko lo outdate thị trường, cơ mà abstraction hết r, a nào hứng thú thì tự đọc tìm hiểu thêm, mặc dù cx chỉ là wrapper mấy lib core thôi.\nProduct làm về HR, chủ yếu CRUD  nhiều phần hơi nặng nghiệp vụ, cái này chắc ai cũng quen r\nVăn hoá làm việc startup, release càng nhiều feature càng tốt, bug thì kệ bà đi, tính sau, khỏi cần QA QC, dev tự viết tự test, mày cứ làm thế nào ra feature là được, ra càng nhiều càng được đánh giá cao, còn bao nhiêu bug ko cần biết.\nĐang scale mạnh nên plan cũng chưa rõ ràng, thỉnh thoảng các team lại đổi sang làm cái mới, lại phải bắt đầu transfer, đọc lại từ đầu, dù làm cái cũ còn chưa ấm chỗ  thành ra contribute cũng ko đc mấy, vì cái gì cũng mới \nKhông đặt nặng về tech lắm, nhiều problem giải quyết theo kiểu khá ngây thơ, nghĩ sao làm vậy, khỏi p tính toán gì  thành ra có nhiều cái implement 3 chấm thật sự, nói chung tiêu chí solution chạy là được, còn các vấn đề khác mà khó xử lý thì tăng người lên. Cho nên dù cty quy mô cũng tầm vài trăm engineer r, nhưng mà chưa xứng tầm lắm\nReview code hơi lỏ, cả cty được review chéo nhau, thành ra nhiều khi các ô review nhau mà đếch hiểu task của nhau là gì, thế là review code nhưng phải ngồi giải thích business cho team khác ko làm, cảm giác tốn thời gian vl mà chả giải quyết được gì\nĐội engineer không có nhiều người giỏi như những cty cùng tầm khác, những người engineer level cao thì là làm từ lâu, ko đổi mới lắm, nên nhìn chung engineering culture bao năm vẫn vậy\nKhông có nhiều bài toán lắm, chủ yếu là CRUD ra nhiều feature là chính, các issue khác cứ để sau, sau là bao giờ thì ko ai biết.\n\nTổng kết:\n\nPhù hợp cho mấy ae thích WLB, làm việc chill chill, task vừa vừa\nKhông phù hợp cho các ae thích làm về technical, muốn đi sâu vào engineering, làm lâu dễ lụt nghề\nNhìn chung tất cả chỉ là cảm nhận cá nhân, đừng gạch đá tội e \n\nClick to expand...\n\n'}], 'text': '\n\n\n\nrewind_repeat_it said:\n\n\n\nNằm vùng đã lâu, cty vẫn đang scale, tuyển mạnh, thấy nhiều ae vozer quan tâm. Sắp nghỉ nữa, nên hôm nay mạnh dạn làm bài chia sẻ cho ae nào hứng thú với Employment Hero.\n\n\nInterview: không yêu cầu nặng technical, nặng culture, nặng thế nào thì chính người interview ko biết chính xác, đơn giản thấy hợp là được\nĐịa điểm làm việc: FULL REMOTE, cái này là ăn tiền nhất, hiển nhiên quá rồi, với nhiều người cái này còn hơn cả tiền, về quê sống chill chill nhận lương thành phố, có office ở HCM, ai thích thì lên, cơ mà vắng, thỉnh thoảng mới đông.\nBenefit: cái này tuỳ người cảm nhận, với ai ko ở HCM thì mình đánh giá là cao, còn ở HCM thì cũng ko đến mức cao, nhiều công ty khác trả ngon hơn, tuy nhiên phỏng vấn thì nhẹ nhàng hơn hẳn mấy công ty kia, nên là với ai mà hay chơi top tier thì nhiều khi thấy benefit ko hấp dẫn lắm. Có tiền setup WFH, học hàng năm, mỗi năm làm chuyến company trip, chắc cx thuộc dạng to , đi chơi mà như vua chúa  bảo hiểm các thứ cx có đủ, nghỉ phép hàng năm 20 ngày (cái này tính ra nhiều hơn khác cty khác)\nMôi trường làm việc:\nPhù hợp với mấy ae thích WLB, workload tuỳ team, nhưng nhìn chung cũng không đến nỗi căng thẳng, làm flexible nên cứ đảm bảo xong việc là được, có người còn làm 2 job  (kín vào nhé)\nĐồng nghiệp thì tuỳ team, làm remote nên cũng chỉ dừng lại nói chuyện công việc là chính, team nào hay lên office thì chắc thân hơn. Nhìn chung đồng nghiệp ko đến nỗi toxic như công ty khác.\nTechstack thì chủ yếu là Ruby, .NET, có 1 ít nodejs. Nhưng nhìn chung văn hoá công ty là Ruby, trước nghe bảo đây là động Ruby VN  nên là a nào mà yêu Ruby thì vào đây là nhiều cạ lắm. Bên lề thì mấy tech khác cũng hợp trend, Postgres, Kafka, gRPC đủ cả, nên là về tech thì ko lo outdate thị trường, cơ mà abstraction hết r, a nào hứng thú thì tự đọc tìm hiểu thêm, mặc dù cx chỉ là wrapper mấy lib core thôi.\nProduct làm về HR, chủ yếu CRUD  nhiều phần hơi nặng nghiệp vụ, cái này chắc ai cũng quen r\nVăn hoá làm việc startup, release càng nhiều feature càng tốt, bug thì kệ bà đi, tính sau, khỏi cần QA QC, dev tự viết tự test, mày cứ làm thế nào ra feature là được, ra càng nhiều càng được đánh giá cao, còn bao nhiêu bug ko cần biết.\nĐang scale mạnh nên plan cũng chưa rõ ràng, thỉnh thoảng các team lại đổi sang làm cái mới, lại phải bắt đầu transfer, đọc lại từ đầu, dù làm cái cũ còn chưa ấm chỗ  thành ra contribute cũng ko đc mấy, vì cái gì cũng mới \nKhông đặt nặng về tech lắm, nhiều problem giải quyết theo kiểu khá ngây thơ, nghĩ sao làm vậy, khỏi p tính toán gì  thành ra có nhiều cái implement 3 chấm thật sự, nói chung tiêu chí solution chạy là được, còn các vấn đề khác mà khó xử lý thì tăng người lên. Cho nên dù cty quy mô cũng tầm vài trăm engineer r, nhưng mà chưa xứng tầm lắm\nReview code hơi lỏ, cả cty được review chéo nhau, thành ra nhiều khi các ô review nhau mà đếch hiểu task của nhau là gì, thế là review code nhưng phải ngồi giải thích business cho team khác ko làm, cảm giác tốn thời gian vl mà chả giải quyết được gì\nĐội engineer không có nhiều người giỏi như những cty cùng tầm khác, những người engineer level cao thì là làm từ lâu, ko đổi mới lắm, nên nhìn chung engineering culture bao năm vẫn vậy\nKhông có nhiều bài toán lắm, chủ yếu là CRUD ra nhiều feature là chính, các issue khác cứ để sau, sau là bao giờ thì ko ai biết.\n\nTổng kết:\n\nPhù hợp cho mấy ae thích WLB, làm việc chill chill, task vừa vừa\nKhông phù hợp cho các ae thích làm về technical, muốn đi sâu vào engineering, làm lâu dễ lụt nghề\nNhìn chung tất cả chỉ là cảm nhận cá nhân, đừng gạch đá tội e \n\nClick to expand...\n\ncông ty có yêu chí lọc cụ thể gì không, ví dụ mặt culture thì trai phải đẹp như Lương Triều Vỹ gái phải đẹp như Trương Mạn Ngọc, chứ gửi resume toàn bị reject\n\n\xa0\n'}"
"{'1708057': 'laliga2000', '1861197': 'nonpredium', '391960': 'hoangphi1650', '1726670': 'Emtrusix', '993090': 'luvziro', '1717926': 'Quang9119', '2034001': 'nhat65', '1754814': 'Cozark', '2005507': 'Dr kine', '2027804': 'chubenghi', '2034915': 'Loki1234', '1784003': 'Con dê dừa', '1846840': 'nv.hack', '2035267': 'Quoc Hyy', '1658845': 'cph.luu', '2035591': 'devcui', '2019386': 'daicatoanmasao'}","{'message_id': '33441472', 'message_time': datetime.datetime(2024, 8, 29, 11, 0), 'quote': [['33441154'], {'blockid': '2035591', 'data_source': '33441154', 'data_text': '\n\ndevcui said:\n\n\n\nPv sao rồi á ông, mai tui cũng pv ở đây\n\nClick to expand...\n\n'}], 'text': '\n\n\n\ndevcui said:\n\n\n\nPv sao rồi á ông, mai tui cũng pv ở đây\n\nClick to expand...\n\nxin review nha bác\n\n\xa0\n'}"
"{'1418575': 'luiz', '1090685': 'ky080497', '1401295': 'Wchang', '1988080': 'kẻ cắp trái tim', '1410876': 'crazy9x256', '1970716': 'anhlee99', '1773789': 'vlcm2001', '594148': 'lam2000', '2030067': 'Nameeeeeee', '1884237': 'hiraki_ryo', '702043': 'zolek09', '1079975': 'kapyvms', '590446': 'bitua1412', '1789001': 'Violet_7', '1614485': 'caothuphu2013', '1688051': 'Xiao_man_tau', '2034001': 'nhat65'}","{'message_id': '33390518', 'message_time': datetime.datetime(2024, 8, 26, 9, 44), 'quote': [['33389569'], {'blockid': '594148', 'data_source': '33389569', 'data_text': '\n\nlam2000 said:\n\n\n\nKo, mình ở cty khác của Vin \n\nClick to expand...\n\n'}], 'text': '\n\n\n\nlam2000 said:\n\n\n\nKo, mình ở cty khác của Vin \n\nClick to expand...\n\nMôi trường với đãi ngộ có ok k bác  e thấy bigdata cũng thoải mái hơn ở tập đoàn\n\n\xa0\n'}"
"{'2005507': 'Dr kine', '2022679': 'chuahe13579', '2030067': 'Nameeeeeee', '594148': 'lam2000', '975598': 'nhock_le', '1771708': 'dinhson2212', '1698220': 'minhhai1906', '1796684': 'zelenki', '971603': 'gazer000', '1901496': 'lamblue', '1569214': 'Kopi Luwak', '1854492': 'EDAU_SG', '1614485': 'caothuphu2013', '1843047': 'Lovevietnam_Forever'}","{'message_id': '33332455', 'message_time': datetime.datetime(2024, 8, 22, 10, 23), 'quote': [['33270444'], {'blockid': '1843047', 'data_source': '33270444', 'data_text': '\n\nLovevietnam_Forever said:\n\n\n\nBên em đang tuyển C++ bác nào apply thì inbox e nhé\n\nUp to 16 tháng lương\nhybrid working\nFlexible time (tới 7h thì 16h về)\nCấp laptop. \nMôi trường thoải mái. \nBác nào ở Hà Nội Or Đà Nẵng thì gửi em CV nhé. Em support từ A tới Z\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nLovevietnam_Forever said:\n\n\n\nBên em đang tuyển C++ bác nào apply thì inbox e nhé\n\nUp to 16 tháng lương\nhybrid working\nFlexible time (tới 7h thì 16h về)\nCấp laptop. \nMôi trường thoải mái. \nBác nào ở Hà Nội Or Đà Nẵng thì gửi em CV nhé. Em support từ A tới Z\n\nClick to expand...\n\nBên em vẫn đang tuyển nha các bác\n\n\xa0\n'}"
"{'2006219': 'duongvidoanh2002', '1861197': 'nonpredium', '1681009': 'talavuavoz113', '2031080': 'sixmyduc', '1870457': 'HuyPhu113', '1843047': 'Lovevietnam_Forever', '1322531': 'TDlachuyennho', '1796684': 'zelenki', '2030067': 'Nameeeeeee', '1997554': 'vozerbanpho', '1805641': ""Job's King"", '1000934': 'minhthcvb', '993090': 'luvziro', '1527269': 'rainbow007', '594148': 'lam2000', '2005507': 'Dr kine', '1614485': 'caothuphu2013'}","{'message_id': '33311108', 'message_time': datetime.datetime(2024, 8, 20, 22, 50), 'quote': [['33306873'], {'blockid': '594148', 'data_source': '33306873', 'data_text': '\n\nlam2000 said:\n\n\n\nTrong 4 cty con này thuộc Vingroup thì Vin nào thì làm ổn nhất thím?\nVinAI, VinBigData, OneMouth, VinCSS\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nlam2000 said:\n\n\n\nTrong 4 cty con này thuộc Vingroup thì Vin nào thì làm ổn nhất thím?\nVinAI, VinBigData, OneMouth, VinCSS\n\nClick to expand...\n\nDĩ nhiên VinAI rồi ))\n\n\xa0\n'}"
"{'1771708': 'dinhson2212', '1432655': 'sing2010', '1373814': 'wiwiki_u', '1826927': 'darkblue92', '1322531': 'TDlachuyennho', '1540161': 'Love U So Much', '1418575': 'luiz', '1689041': 'horus99', '472600': 'rock_o0o', '1672965': 'TungDeTien24', '1879848': 'moidaden', '1816435': 'CyanRiah', '1680974': '_tucachmo_', '1672900': 'Nonepepe'}","{'message_id': '33243127', 'message_time': datetime.datetime(2024, 8, 16, 16, 14), 'quote': [], 'text': '\n\nMọi người cho em xin review THL One với, em tầm hơn 2 năm exp đang làm cty product về logistics mà làm 1 thời gian chế độ với môi trường chán quá với giờ project không học được gì mới nữa, mới được gọi hẹn pv mà không biết môi trường THL thế nào. Với lâu rồi không phỏng vấn thì em nên ôn kỹ phần nào nhỉ. Thị trường dạo này job ít quá em rải cv cũng nhiều mà ít công ty liên hệ ghê \n\n\xa0\n'}"
"{'2022679': 'chuahe13579', '2025672': 'smthabtcl', '1160505': 'cuongstar9x', '1593813': 'haihoang267', '1771708': 'dinhson2212', '639907': 'akaD04', '890935': 'IH.NTD', '2030100': 'thimup', '993090': 'luvziro', '1658845': 'cph.luu', '2030038': 'liebigbrabson875', '1861197': 'nonpredium', '1454474': 'vodka_hanoi1', '1698220': 'minhhai1906'}","{'message_id': '33225611', 'message_time': datetime.datetime(2024, 8, 15, 15, 36), 'quote': [['33225519'], {'blockid': '1861197', 'data_source': '33225519', 'data_text': '\n\nnonpredium said:\n\n\n\npv sao roi bac?\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nnonpredium said:\n\n\n\npv sao roi bac?\n\nClick to expand...\n\nem co offer cho khac roi nen k di nua thim oi\n\n\xa0\n'}"
"{'1698220': 'minhhai1906', '1829967': 'chiyeuemthoi', '2029801': 'noob_man', '1767542': 'natuhc3012', '1776457': 'bochamchi', '2029904': 'arito12', '1879848': 'moidaden', '1322531': 'TDlachuyennho', '993090': 'luvziro', '1651457': 'onib18', '1925947': 'Nameeeeee', '2030100': 'thimup', '2022679': 'chuahe13579', '1771708': 'dinhson2212'}","{'message_id': '33213963', 'message_time': datetime.datetime(2024, 8, 14, 21, 33), 'quote': [['33211342'], {'blockid': '2030100', 'data_source': '33211342', 'data_text': '\n\nthimup said:\n\n\n\nCác bác cho hỏi, có công ty nào làm việc thời gian thoải mái chút, có thể thỉnh thoảng đá chút công việc ngoài không?\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nthimup said:\n\n\n\nCác bác cho hỏi, có công ty nào làm việc thời gian thoải mái chút, có thể thỉnh thoảng đá chút công việc ngoài không?\n\nClick to expand...\n\nDXC bác nhé, ngoại trừ framework hơi khắm thì mọi thứ đều ổn, 1 tháng lên office 8 ngày là đc. Cần thì đưa cv đây nhé \n\n\xa0\n'}"
"{'1418575': 'luiz', '1599873': 'JUchi', '1884213': 'j doge ngoo', '594148': 'lam2000', '1776457': 'bochamchi', '1841901': 'nhan199x', '165105': 'namcungkiem', '2023549': 'devdepzai', '1597821': 'TPA_DragonZ', '590446': 'bitua1412', '2009478': 'giacat.vuhau'}","{'message_id': '33191175', 'message_time': datetime.datetime(2024, 8, 13, 13, 46), 'quote': [['33176892'], {'blockid': '1776457', 'data_source': '33176892', 'data_text': '\n\nbochamchi said:\n\n\n\nTrình em còn cùi mấy chỗ bác liệt kê ra em chưa dám với. Đợt này em thấy MB bên LVL đang tuyển nhiều. Bác có làm môi trường bank không thì cho em xin review về dự án các thứ với ạ, em chưa làm bank bao giờ. Em đọc review thì người bảo làm mệt người lại bảo vào không học được gì, em đang muốn vào mấy dự án được học nhiều tech thì apply bank có ổn không bác?\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nbochamchi said:\n\n\n\nTrình em còn cùi mấy chỗ bác liệt kê ra em chưa dám với. Đợt này em thấy MB bên LVL đang tuyển nhiều. Bác có làm môi trường bank không thì cho em xin review về dự án các thứ với ạ, em chưa làm bank bao giờ. Em đọc review thì người bảo làm mệt người lại bảo vào không học được gì, em đang muốn vào mấy dự án được học nhiều tech thì apply bank có ổn không bác?\n\nClick to expand...\n\nmình có đứa em onsite ở đây thấy bảo môi trường khá toxic và mọi người ko support nhau lắm, phải tự bơi nhiều. cơ mà ko có mối nào khác ngon hơn thì cứ thử thôi bác, ko hợp thì mình bye\n\n\xa0\n'}"
